IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2023,true,Patient safety core indicators,Reporting system for never events (sentinel events) in place,PATIENTSAFETY_SURVEYQUESTION_PS_REPORTINGSYSTEM_PLACED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,BRA,Brazil,Year,2023,true,Patient safety core indicators,Health care facilities participate in patient safety incidence reporting and learning system,PATIENTSAFETY_SURVEYQUESTION_PS_HEALTHCAREFACILITIES_PARTICIPATE,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,CMR,Cameroon,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,CMR,Cameroon,Year,2023,true,Patient safety core indicators,Governement endorsed and signed WHO charter on health worker safety: a priority for patient safety,PATIENTSAFETY_SURVEYQUESTION_PS_WHOCHARTER_GVTSIGNEDENDORSED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,CAN,Canada,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,CZE,Czechia,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,CZE,Czechia,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,DNK,Denmark,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,ETH,Ethiopia,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,FRA,France,Year,2023,true,Patient safety core indicators,Report on patient safety performance published every year,PATIENTSAFETY_SURVEYQUESTION_PS_ANNUALREPORT_PUBLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,FRA,France,Year,2023,true,Patient safety core indicators,National patient safety network established,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTSAFETYNETWORK_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,FRA,France,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,FRA,France,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,FRA,France,Year,2023,true,Patient safety core indicators,Governement endorsed and signed WHO charter on health worker safety: a priority for patient safety,PATIENTSAFETY_SURVEYQUESTION_PS_WHOCHARTER_GVTSIGNEDENDORSED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,DEU,Germany,Year,2023,true,Patient safety core indicators,Health care facilities participate in patient safety incidence reporting and learning system,PATIENTSAFETY_SURVEYQUESTION_PS_HEALTHCAREFACILITIES_PARTICIPATE,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,GUY,Guyana,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ISL,Iceland,Year,2023,true,Patient safety core indicators,National patient safety network established,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTSAFETYNETWORK_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ISL,Iceland,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,WPR,Western Pacific,Country,JPN,Japan,Year,2023,true,Patient safety core indicators,Patient representative appointed to governing board in hospitals,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTREP_APPOINTED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,LVA,Latvia,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,LVA,Latvia,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,MLT,Malta,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,MOZ,Mozambique,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,NAM,Namibia,Year,2023,true,Patient safety core indicators,Patient representative appointed to governing board in hospitals,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTREP_APPOINTED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,NAM,Namibia,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2023,true,Patient safety core indicators,Governement endorsed and signed WHO charter on health worker safety: a priority for patient safety,PATIENTSAFETY_SURVEYQUESTION_PS_WHOCHARTER_GVTSIGNEDENDORSED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,NER,Niger,Year,2023,true,Patient safety core indicators,National patient safety action plan developed,PATIENTSAFETY_SURVEYQUESTION_PS_PLAN_DEVELOPED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AFR,Africa,Country,NER,Niger,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,MKD,North Macedonia,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,NOR,Norway,Year,2023,true,Patient safety core indicators,Health care facilities participate in patient safety incidence reporting and learning system,PATIENTSAFETY_SURVEYQUESTION_PS_HEALTHCAREFACILITIES_PARTICIPATE,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,PAN,Panama,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,PRY,Paraguay,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,PRY,Paraguay,Year,2023,true,Patient safety core indicators,Governement endorsed and signed WHO charter on health worker safety: a priority for patient safety,PATIENTSAFETY_SURVEYQUESTION_PS_WHOCHARTER_GVTSIGNEDENDORSED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ROU,Romania,Year,2023,true,Patient safety core indicators,Report on patient safety performance published every year,PATIENTSAFETY_SURVEYQUESTION_PS_ANNUALREPORT_PUBLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ROU,Romania,Year,2023,true,Patient safety core indicators,Health care facilities participate in patient safety incidence reporting and learning system,PATIENTSAFETY_SURVEYQUESTION_PS_HEALTHCAREFACILITIES_PARTICIPATE,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ROU,Romania,Year,2023,true,Patient safety core indicators,Patient representative appointed to governing board in hospitals,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTREP_APPOINTED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ROU,Romania,Year,2023,true,Patient safety core indicators,Patient safety included in undergraduate professional education curricula,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTSAFETYCURRICULA_INCLUDED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ROU,Romania,Year,2023,true,Patient safety core indicators,National patient safety network established,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTSAFETYNETWORK_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ROU,Romania,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ROU,Romania,Year,2023,true,Patient safety core indicators,Targets established for health care-associated infections,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETINFECTIONSREDUCTION_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,ROU,Romania,Year,2023,true,Patient safety core indicators,Governement endorsed and signed WHO charter on health worker safety: a priority for patient safety,PATIENTSAFETY_SURVEYQUESTION_PS_WHOCHARTER_GVTSIGNEDENDORSED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,EUR,Europe,Country,CHE,Switzerland,Year,2023,true,Patient safety core indicators,National target set for reduction in medication-related harm,PATIENTSAFETY_SURVEYQUESTION_PS_TARGETHARMREDUCTION_SET,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,USA,United States of America,Year,2023,true,Patient safety core indicators,Report on patient safety performance published every year,PATIENTSAFETY_SURVEYQUESTION_PS_ANNUALREPORT_PUBLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,USA,United States of America,Year,2023,true,Patient safety core indicators,Health care facilities participate in patient safety incidence reporting and learning system,PATIENTSAFETY_SURVEYQUESTION_PS_HEALTHCAREFACILITIES_PARTICIPATE,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,USA,United States of America,Year,2023,true,Patient safety core indicators,Patient representative appointed to governing board in hospitals,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTREP_APPOINTED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,USA,United States of America,Year,2023,true,Patient safety core indicators,Patient safety included in undergraduate professional education curricula,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTSAFETYCURRICULA_INCLUDED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,USA,United States of America,Year,2023,true,Patient safety core indicators,National patient safety network established,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTSAFETYNETWORK_ESTABLISHED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,USA,United States of America,Year,2023,true,Patient safety core indicators,Reporting system for never events (sentinel events) in place,PATIENTSAFETY_SURVEYQUESTION_PS_REPORTINGSYSTEM_PLACED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,USA,United States of America,Year,2023,true,Patient safety core indicators,Governement endorsed and signed WHO charter on health worker safety: a priority for patient safety,PATIENTSAFETY_SURVEYQUESTION_PS_WHOCHARTER_GVTSIGNEDENDORSED,,,,,,,,,,,,,,,,,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,ARG,Argentina,Year,2023,true,Patient safety core indicators,National patient safety network established,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTSAFETYNETWORK_ESTABLISHED,,,,,,,,,,,,,,,,Fully met,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,AMR,Americas,Country,ARG,Argentina,Year,2023,true,Patient safety core indicators,National patient safety action plan developed,PATIENTSAFETY_SURVEYQUESTION_PS_PLAN_DEVELOPED,,,,,,,,,,,,,,,,Fully met,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,WPR,Western Pacific,Country,AUS,Australia,Year,2023,true,Patient safety core indicators,Report on patient safety performance published every year,PATIENTSAFETY_SURVEYQUESTION_PS_ANNUALREPORT_PUBLISHED,,,,,,,,,,,,,,,,Fully met,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,WPR,Western Pacific,Country,AUS,Australia,Year,2023,true,Patient safety core indicators,Health care facilities participate in patient safety incidence reporting and learning system,PATIENTSAFETY_SURVEYQUESTION_PS_HEALTHCAREFACILITIES_PARTICIPATE,,,,,,,,,,,,,,,,Fully met,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,text,WPR,Western Pacific,Country,AUS,Australia,Year,2023,true,Patient safety core indicators,Patient representative appointed to governing board in hospitals,PATIENTSAFETY_SURVEYQUESTION_PS_PATIENTREP_APPOINTED,,,,,,,,,,,,,,,,Fully met,,,EN,2024-05-27T21:00:00.000Z
