IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 4: Patient and family engagement,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_4_0_PATIENT_FAMILY_ENGAGEMENT,Patient safety strategy,4.3 Patient advocates and patient safety champions,PATIENTSAFETY_STRATEGY_PS_4_3_PATIENT_ADVOCATES_CHAMPIONS,,,,,,,3.44,,,,,,3.4,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 5: Health worker education, skills  and safety",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_5_0_HEALTH_WORKER_EDUCATION,Patient safety strategy,5.2 Centres of excellence for patient safety education and training,PATIENTSAFETY_STRATEGY_PS_5_2_CENTRES_EXCELLENCE_PS_EDUCATION_TRAINING,,,,,,,3.4,,,,,,3.4,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 5: Health worker education, skills  and safety",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_5_0_HEALTH_WORKER_EDUCATION,Patient safety strategy,5.4 Linking patient safety with appraisal system of health workers,PATIENTSAFETY_STRATEGY_PS_5_4_LINKING_PS_APPRAISAL_SYSTEM_HEALTH_WORKERS,,,,,,,3.39,,,,,,3.4,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 6: Information, research and risk  management",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_6_0_INFORMATION_RESEARCH_RISK_MANAGEMENT,Patient safety strategy,6.4 Patient safety research programmes,PATIENTSAFETY_STRATEGY_PS_6_4_PATIENT_SAFETY_RESEARCH_PROGRAMMES,,,,,,,3.48,,,,,,3.5,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 7: Synergy, partnership and solidarity",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_7_0_SYNERGY_PARTNERSHIP_SOLIDARITY,Patient safety strategy,7.3 Patient safety networks and collaboration,PATIENTSAFETY_STRATEGY_PS_7_3_PATIENT_SAFETY_NETWORKS,,,,,,,3.49,,,,,,3.5,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 7: Synergy, partnership and solidarity",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_7_0_SYNERGY_PARTNERSHIP_SOLIDARITY,Patient safety strategy,7.2 Common understanding and shared commitment,PATIENTSAFETY_STRATEGY_PS_7_2_COMMON_UNDERSTANDING,,,,,,,3.66,,,,,,3.7,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 5: Health worker education, skills  and safety",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_5_0_HEALTH_WORKER_EDUCATION,Patient safety strategy,5.3 Patient safety competencies as regulatory requirements,PATIENTSAFETY_STRATEGY_PS_5_3_PS_COMPETENCIES_REGULATORY_REQUIREMENTS,,,,,,,3.77,,,,,,3.8,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 2: High-reliability systems,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_2_0_HIGH_RELIABILITY_SYSTEMS,Patient safety strategy,2.3. Leadership capacity for clinical and managerial functions,PATIENTSAFETY_STRATEGY_PS_2_3_LEADERSHIP_CAPACITY,,,,,,,4.03,,,,,,4,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 6: Information, research and risk  management",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_6_0_INFORMATION_RESEARCH_RISK_MANAGEMENT,Patient safety strategy,6.3 Patient safety surveillance systems,PATIENTSAFETY_STRATEGY_PS_6_3_PATIENT_SAFETY_SURVEILLANCE_SYSTEMS,,,,,,,4,,,,,,4,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 4: Patient and family engagement,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_4_0_PATIENT_FAMILY_ENGAGEMENT,Patient safety strategy,4.5 Information and education to patients and families,PATIENTSAFETY_STRATEGY_PS_4_5_INFORMATION_EDUCATION_PATIENTS_FAMILIES,,,,,,,4.06,,,,,,4.1,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 1: Policies to eliminate avoidable harm in health care,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_1_0_POLICIES_TO_ELIMINATE_HARM,Patient safety strategy,1.2. Resource mobilization and allocation,PATIENTSAFETY_STRATEGY_PS_1_2_RESOURCE_MOBILIZATION,,,,,,,4.16,,,,,,4.2,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 7: Synergy, partnership and solidarity",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_7_0_SYNERGY_PARTNERSHIP_SOLIDARITY,Patient safety strategy,7.1 Stakeholder engagement,PATIENTSAFETY_STRATEGY_PS_7_1_STAKEHOLDER_ENGAGEMENT,,,,,,,4.2,,,,,,4.2,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 7: Synergy, partnership and solidarity",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_7_0_SYNERGY_PARTNERSHIP_SOLIDARITY,Patient safety strategy,7.4 Cross-geographical and multisectoral initiatives for patient safety,PATIENTSAFETY_STRATEGY_PS_7_4_CROSS-GEOGRAPHICAL_INITIATIVES,,,,,,,4.23,,,,,,4.2,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 6: Information, research and risk  management",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_6_0_INFORMATION_RESEARCH_RISK_MANAGEMENT,Patient safety strategy,6.2 Patient safety information systems,PATIENTSAFETY_STRATEGY_PS_6_2_PATIENT_SAFETY_INFORMATION_SYSTEMS,,,,,,,4.43,,,,,,4.4,,,EN,2024-05-27T21:00:00.000Z
